Mailing Address - State,"Does your state have state gifted education advocacy groups
(e.g., an NAGC affiliate)?","Does your state have a definition of ""gifted"" in law or rule?","If your state has a definition of “gifted” in law or rule, has the definition changed since the 2022-2023 school year?",Are LEAs required to follow the state definition of gifted?,Does your state require by law or rule the identification of gifted and talented students?,Are LEAs in your state required to use specific criteria/methods for identification of gifted and talented students?,Are LEA's allowed to modify or alter the criteria or methods in any way?,Does the State collect data from districts on those modifications?,Does the State collect data regarding the specific criteria/methods for identification of gifted and talented students used by LEA's?,"Does the State Provide any guidance (e.g., suggestion of best practices) to LEA's in lieu of mandated criteria or methods?",Does the state collect data on LEA's that do use a universal screening process for referral and/or identification of gifted and talented students?,Does your state collect data on sub-groups of students identified as gifted and talented?,Does the SEA produce an annual report on gifted and talented services in the state? - Selected Choice,"Are LEAs in your state required to report on gifted and talented education programs and services through state accountability procedures, regulations, or guidelines?",Does your state identify “gifted” as a sub-reporting group for accountability purposes?,"Are gifted and talented indicators required by state law or rule (such as the percent of students identified for gifted education in the district, or gifted student performance information) to be included on district report cards or other state accountability reporting forms?",Does the state collect any academic or administrative data relating to gifted and talented indicators?,"Are LEAs required to submit gifted education identification, program implementation, and/or policy plans to the SEA? Select all that apply.","Must LEA gifted education identification, program implementation, and/or policy plans be approved by the SEA? Select all that apply.",Does your state law or rule require each LEA to have a gifted education administrator/coordinator?,Does your state law or rule require that the gifted education administrator/coordinator have a credential in gifted education?,Does your state have a law or rule that mandates gifted programming options/services?,Does your state have an acceleration policy in law or rule?,Does your state have an early entrance to kindergarten policy in law or rule?,"Under your state laws and rules, are LEA’s required to provide students opportunities for dual or concurrent enrollment in a community college, college, or university?","Under your state laws and rules, are students allowed dual or concurrent enrollment in a community college, college, or university?","Does your state collect corresponding data (e.g., enrollment, passing rates, etc.) for dual or concurrent enrollment in a community college, college, or university?",Does your state have a law or rule permitting middle school students to receive credit toward high school graduation?,Are LEA's in your state allowed to provide access for middle school students to receive credit toward high school graduation?,Does your state collect data or district policy information regarding LEA's that allow middle school students to receive credit toward high school graduation?,Does your state have a law or rule permitting proficiency-based promotion (demonstrating proficiency without seat time in the course)?,Are LEA's in your state allowed to use proficiency-based promotion (demonstrating proficiency without seat time in the course) for students?,Does your state collect data or district policy information regarding proficiency-based promotion (demonstrating proficiency without seat time in the course) for students?,Does your state collect data regarding the gifted education services provided by LEA's?,Does your state have state program standards/guidelines for gifted education?,Are all pre-service teacher candidates in your state required to take coursework in gifted education?,Is professional learning with respect to gifted education for administrators required in your state?,Does the state provide or create opportunities/resources for professional learning with respect to gifted education for administrators?,Is professional learning with respect to gifted education for counselors required in your state?,Does the state provide or create opportunities/resources for professional learning with respect to gifted education for counselors?,Is professional learning with respect to gifted education for special education professionals required in your state?,Please provide a URL/link to the policy requiring coursework in gifted education for special education professionals.,Please select the following areas covered in the professional learning for special education professionals: - Curriculum/Program Planning for Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Nature and Needs of Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Identifying Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Creativity in Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Diverse Populations in Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Other,Please select the following areas covered in the professional learning for special education professionals: - Other - Text,Please select the following areas covered in the professional learning for special education professionals: - Other,Please select the following areas covered in the professional learning for special education professionals: - Other - Text,Please select the following areas covered in the professional learning for special education professionals: - Other,Please select the following areas covered in the professional learning for special education professionals: - Other - Text,Does the state provide or create opportunities/resources for professional learning with respect to gifted education for special education professionals?,Please describe how the state provides or creates opportunities/resources for professional learning with respect to gifted education for special education professionals.,Does your state provide dedicated funding to LEAs specifically earmarked to support gifted education?,Please describe how your state provides dedicated funding to support gifted education programs.,Please provide the URL/link to the policy regarding funding for gifted education.,How much funding was provided by the state to LEAs to support gifted education in the following years: - 2021-2022,How much funding was provided by the state to LEAs to support gifted education in the following years: - 2022-2023,How much funding per identified student was provided by the state to LEAs to support gifted education in the following years: - 2021-2022,How much funding per identified student was provided by the state to LEAs to support gifted education in the following years: - 2022-2023,"If applicable, explain the funding and/or any changes since the previous State of the States survey.",How much funding is provided to the SEA (but not distributed to LEAs) to support gifted education programs in gifted education in the following years: - 2021-2022,How much funding is provided to the SEA (but not distributed to LEAs) to support gifted education programs in gifted education in the following years: - 2022-2023,"Please provide any comments, explanations, or context about the sources of funding for gifted education.",Did your state provide funding specifically earmarked for identification of gifted students in 2022-2023?,Please indicate the funding source for identification of gifted students. - Selected Choice,Please indicate the funding source for identification of gifted students. - Other - Text,Did your state provide funding specifically earmarked to conduct the universal screening process for gifted education in 2022-2023?,Please indicate the funding source for universal screening. - Selected Choice,Please indicate the funding source for universal screening. - Other - Text,Please provide comments about funding for universal screening for gifted education in your state.,Did your state provide funding specifically earmarked for programming/services for gifted students in 2022-2023?,Does your state provide funding to address the equity/excellence gap in gifted education in 2022-2023?,Please explain that funding.,Please provide the URLs/links to any new or changed state policies that impact gifted education services from the last three years and explanation.,"If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Id","If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Name","If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Size","If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Type",Does your state have a policy and/or initiative to address the equity/excellence gap for gifted students?,Please select the way(s) your state is addressing the equity/excellence gap in gifted education: - Selected Choice,Please select the way(s) your state is addressing the equity/excellence gap in gifted education: - Other - Text,Select the special population(s) specifically addressed in the policy and/or initiative: - Selected Choice,Select the special population(s) specifically addressed in the policy and/or initiative: - Other - Text,Does your state collect data regarding LEA policies and/or initiatives to address the equity/excellence gap for gifted students?,Please describe the data your state collects regarding LEA policies and/or initiatives to address the equity/excellence gap for gifted students.,"If applicable, please provide comments regarding the ways in which your state is addressing the equity/excellence gap in gifted education.",In what ways has the COVID-19 pandemic impacted gifted education in your state? - Modification of Identification Procedures,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Reduction in Funding for Gifted Education,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Modification of duties of SEA gifted education personnel to areas not associated with gifted education.,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Reduced Professional Learning Opportunities,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Increase in demand for Virtual Learning for Gifted Students,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Modification to Curriculum/Programming for Gifted Students besides virtual learning requirements,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other - Text,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other - Text,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other - Text,Did your state provide guidance to LEA's specifically related to modifying gifted and talented policies or practices  during school closures related to Covid 19?,Please describe the guidance provided by the state to LEA's specifically related to modifying gifted and talented policies or practices during school closures related to Covid 19?,Did your state collect any data regarding specific changes in gifted education policy or practices made by LEA's during the COVID-19 Pandemic?,Please describe the data collected regarding specific changes in gifted education policy made by LEA's during the COVID-19 Pandemic.,Please provide details to any other areas surrounding COVID-19 and gifted education in your state that you feel important but was not covered by questions in this survey.,Has the 2015 Every Student Succeeds Act affected your state's policies or practices in gifted education?,In what ways has the 2015 Every Student Succeeds Act (ESSA) affected your state’s policies or practices in gifted education?,Provide any clarifications to your responses that you would like to make.  (Please include a reference to the question text in your answer.),Please provide any comments that will help future efforts to study the status of gifted education in the United States.
MS,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,No,No,Yes,Yes,Yes,,"Yes, program implementation plans must be submitted.","Yes, identification plans must be approved.,Yes, program implementation plans must be approved.,Yes, policy plans must be approved.",Yes,Yes,Yes,No,No,Yes,,Yes,Yes,,Yes,No,No,,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,https://www.mdek12.org/sites/default/files/documents/OAE/OEER/Intervention%20Services/2023_gep_regs_approved_12_21_23.pdf,,,,,No,,,,,No,,,No,No,No,No,No,No,,,,,,,Yes,,No,,,,,,
WI,Yes,Yes,No,Yes,Yes,Yes,No,,,,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,,Yes,Yes,,No,Yes,,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,"There are opportunities for special ed professionals (along with gifted/talented coordinators, teachers, pupil services staff, and administrators) to participate in our agency professional development opportunities. But this is optional for all. ",No,,,,,,,"There has been no change. However, there was an increase in funding for our GT grants (from $237,200 to $474,400) in summer 2021 which is still in place. But there is no specific GT funding allotted for each LEA.",,,,,,,,,,,,,,"Not applicable, change occurred as part of 2021 biennium budget.",,,,,No,,,,,No,,"This is a regular conversation between our agency and LEAs and Regional Service Centers. We provide evidence, research, tools, and PD to help first identify the level of disproportionality and then discuss strategies for how to mitigate current barriers to identification. We also regularly discuss ways to provide more engaging and culturally relevant and sustaining programming, so these students may learn and grow.",Unsure,No,No,No,Yes,Unsure,,,,,,,No,,No,,"COVID exacerbated already existing staffing issues, since many G/T staff were reassigned temporarily and sometimes even permanently.",No,,It was difficult to determine where to list grant funds that are available. Q59b wasn’t really the best spot but the only available after correctly answering No to Q58. There needs to be a distinction made between categorical aid to LEAs and other G/T related funds that may or may not be available to LEAs or LEAs and others.,It would be important to collect data on G/T teachers along with the data collected about LEA G/T coordinators.
Georgia,Yes,Yes,No,Yes,Yes,Yes,No,,,,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,No,No,No,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,No,,Yes,,,,,,,,,,,No,,,No,,,,Yes,No,,,,,,,No,,,,,No,,"Our agency has established the division of Rural Education and Innovation to “provide a continued, cabinet-level voice for the needs of rural Georgia, establish state and community partnerships to channel resources, and identify funding opportunities within the agency to support rural areas of our state” (https://www.gadoe.org/rural/Pages/default.aspx). We are partnering with REI to broaden access for gifted services.",No,No,No,No,Yes,No,,,,,,,Yes,"Guidance was provided for the use of all of our gifted service delivery models during the school closures related to Covid 19. 

 ",No,,,Yes,"A gifted advisory council/task force was established to support our gifted initiatives per our ESSA state plan.  

 ",,
SD,No,No,,,No,No,,,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,,Yes,Yes,,No,Yes,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,No,,No,,,No,,,
NH,Yes,Yes,No,Yes,No,No,,,No,No,No,No,No,No,No,No,No,"Yes, policy plans must be submitted.",No,No,,No,No,No,No,Yes,,No,Yes,No,Yes,,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,No,,No,,,No,,,
Louisiana,Yes,Yes,No,Yes,Yes,Yes,No,,,,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,,No,Yes,,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,,Yes,Louisiana’s Minimum Foundation Program provides funding for gifted and talented students in all public and charter schools that have a current Individualized Education Plan on file with the state. Sixty percent of the base student cost amount is multiplied by the weighted number of identified students for each Local Education Agency (LEA). These funds are included in the school system funding that is dispersed monthly to LEAs. School systems are accountable for how gifted/talented funding is spent.,https://www.louisianabelieves.com/funding/minimum-foundation-program ,"$44,357,855 ",Not available,60% of the annual per pupil allocation  ,60% of the annual per pupil allocation  ,None,"$64, 402,206",Not available,,No,,,No,,,,Yes,No,,n/a,,,,,No,,,,,No,,,Yes,No,No,No,Yes,No,,,,,,,Yes,"Specific guidance was provided for conducting academically gifted evaluations and talented evaluations for visual arts, music and theatre.",No,,,No,,,
Iowa,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,No,Yes,No,Yes,No,No,No,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.","Yes, identification plans must be approved.,Yes, program implementation plans must be approved.",Yes,Yes,Yes,No,No,Yes,,Yes,Yes,,No,Yes,,No,Yes,No,Yes,Yes,No,Yes,No,Yes,https://www.legis.iowa.gov/docs/iac/chapter/04-17-2024.281.79.pdf,No,Yes,No,No,No,,,,,,,No,,Yes,State funding formula based on the total K-12 district student population. The funding is categorical funding used to supplement the cognitive and affective needs of identified gifted students. Any portion of the gifted and talented program budget that remains unexpended at the end of the budget year shall be carried over to the subsequent budget year and added to the gifted and talented program budget for that year.,https://www.legis.iowa.gov/docs/code/257.46.pdf,"$43,251,504 ","$44,678,032 ",,,"Gifted and talented funding is included in the school district cost per pupil calculated for each school district under the school foundation formula. The per pupil amount increases each year by the allowable growth percentage. This amount must account for no more than 75 percent of the school district’s total gifted and talented budget. The school district must also provide a local match from the school district’s regular program school district cost and this portion must be a minimum of 25 percent of the total gifted and talented budget. In addition, school districts may have donations and grants, and the school district may contribute more local school district resources toward the program. ",0,0,No additional funding besides the salary of the state Gifted and Talented program consultant is provided to the SEA (1.0 FTE).,No,,,No,,,,Yes,No,,"No policy changes for the 2021-2022 or 2022-2023 years. However, new legislation was passed beginning July 1, 2023 which allows all or a portion of the money carried forward from a prior year or received in that current year as gifted and talented funds to be used for Teacher Salary Supplemental pay. https://www.legis.iowa.gov/docs/iac/rule/04-17-2024.281.98.20.pdf",,,,,No,,,,,No,,,Unsure,No,No,Unsure,Unsure,Unsure,,,,,,,No,,No,,,No,,,
TX,Yes,Yes,Yes,Yes,Yes,No,,,No,Yes,No,Yes,No,No,No,Yes,,No,No,No,,Yes,Yes,Yes,Yes,,Yes,Yes,,No,Yes,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,Yes,The state provides twice-exceptional professional learning opportunities at the regional education service center level for special education professionals to complete training. ,Yes,The state provides a G/T allotment of .07. ,https://statutes.capitol.texas.gov/Docs/ED/htm/ED.48.htm#48.109,"$99,358,267 ","$99,362,550 ",$73.00 ,$73.00 ,The G/T allotment was reinstated. ,"457,000","457,000",,No,,,No,,,,No,No,,,,,,,No,,,,,No,,,Yes,No,Yes,No,Yes,Yes,,,,,,,Yes,"Guidance on identification, providing G/T services, and instructional supports for parents",No,,,No,,,
Vermont,No,Yes,No,Yes,No,No,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,,Yes,No,No,,Yes,,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,No,,No,,,No,,,
ID,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Yes,No,No,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.,Yes, policy plans must be submitted.",No,Yes,No,Yes,No,No,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,,No,,,,,,,Our GT money was taken right before the pandemic.,,,,,,,,,,,,,,,,,,,No,,,,,No,,,No,Yes,No,Yes,Yes,No,,,,,,,No,,No,,We updated the Best Practices Manual that had not been updated since 2007: https://www.sde.idaho.gov/academic/gifted-talented/files/general/Best-Practices-Manual-for-Gifted-and-Talented-Programs-in-Idaho.pdf ,Yes,We have spent more time and resources in bringing students to proficiency then we have anything else.,,
CO,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,No,Yes,Yes,No,Yes,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.,Yes, policy plans must be submitted.","Yes, identification plans must be approved.,Yes, program implementation plans must be approved.,Yes, policy plans must be approved.",Yes,Yes,Yes,No,Yes,Yes,,Yes,Yes,,No,Yes,,Yes,Yes,Yes,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,Our SEA Office of Gifted Education has a Twice Exceptional Cadre which provides professional development. https://www.cde.state.co.us/gt/2epd,Yes,"Annually the state allocates funds to each Administrative unit based on the total student population of the Administrative
unit. We also employ a hold harmless formula to support small and rural Administrative units with additional funds. Funds
are also dedicated to a grant to universal screening and the hiring of qualified personnel for which annual application are
submitted. The AUs receive a pro rata amount based on the total funds available and the amount requested.",https://www.cde.state.co.us/gt/giftedfundingsources,"12,423,056","12,579,942",198.6,194.74,,"571,886","415,450",,Yes,"included in funds allocated to LEAs specifically for GT education,included in funds allocated to LEAs for use in testing,additional funds to LEAs specified for universal screening,included in funds for which districts can apply",,Yes,"included in funds allocated to LEAs specifically for GT education,included in funds allocated to LEAs for general education,included in funds allocated to LEAs for use in testing,additional funds to LEAs specified for universal screening,included in funds for which districts can apply",,"Colorado has dedicated grant funds for universal screening but other gifted education and general education funds are used to support the implementation of universal screening.  
Universal Screening is encouraged and all Administrative Units may apply for these additional fund to support the
implementation of universal screening in K-3 and MS. The grant is not fully funded at this time and AUs receive a pro rata award based on amount of funds available. The legislature has committed to increase grant funding for the next 5 years until we reach full funding. ",Yes,No,,NA,,,,,Yes,"State policy or initiative,Universal screening,Using alternative assessment (e.g. nonverbal tests like the NNAT),Using specialized checklists (ex. CLED checklist),Teacher training/professional development,Engagement of families and communities of color,Culturally responsive teaching,Hiring diverse faculty,Javits funding",,"English Learners,Racially/ethnically/culturally diverse,Twice Exceptional (2E),Rural,Socioeconomic Status (e.g., qualifies for free/reduced lunch)",,No,,"Colorado has revised identification guidance in support of equitable identification practices and we have developed guidance specific to identification of Multilingual Learners. Talent development is encouraged as a way to serve students prior to formal identification. We also identify in all academic areas (reading, writing, mathematics, science, social studies, and
world language), talent areas (visual arts, performing arts, music, dance, psychomotor), creative or productive thinking, and leadership.
We work in partnership with other unit within the SEA to collaborate and provide training and support specific to various student groups.  We also have a Twice Exceptional cadre whose work is designed to support equitable identification and programming for our twice exceptional students.",No,No,No,No,Yes,Yes,Yes,LEA Gifted staff pulled to other role,,,,,Yes,https://www.cde.state.co.us/gt/gecovid19guidance,No,,,No,,,"The wording of the questions is challenging for those of us in a local control state where much of the decision making power is held at the local level. In some questions where we felt an explanation would help in understanding our answer, there was not an opportunity to explain.  (Although you have a general one at the end, having it embedded would be much more user friendly.)"
DC,No,No,,,No,No,,,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,No,No,No,No,No,No,No,,No,,No,,No,,No,,,No,,"This survey was completed by a manager at the DC Public Schools Central Office. There are no regulations or supports specific to gifted education provided by OSSE, the state education agency for Washington, DC.",
Nebraska,Yes,Yes,Yes,No,Yes,No,,,Yes,Yes,No,Yes,No,No,No,No,No,"Yes, identification plans must be submitted.",No,No,,No,No,No,No,No,,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,Professional development by state director.,Yes,"$2.3 million dollar allotment. Districts apply for the grant funds (non-competitive). Every district who applies gets base funds of .01% of the funds, approximately $2,300. Those who apply for matching funds will receive a pro-rata share of the remainder based on identified students up to 10% of the population. If schools apply for matching funds, they must provide local dollars of at least 50% of the amount the state provides. ",https://www.education.ne.gov/wp-content/uploads/2017/10/Rule3_1998.pdf,$2.3 million,$2.3 million,$54 ,$54 ,,0,0,,No,,,No,,,,No,No,,"https://nebraskalegislature.gov/FloorDocs/108/PDF/Slip/LB1329.pdf     Revisions to the law were passed in the 2024 legislative session. Major changes include updated definition, allowing districts to consort funds, and giving the SEA authority to regulate identification. ",,,,,No,,,,,No,,,No,No,No,Yes,No,No,,,,,,,No,,No,,,Yes,ESSA has put a focus on gifted as a group. We are in the process of having gifted as a reported group for test scores. We also created guidance for using Title dollars to support gifted education. ,,
Pennsylvania,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,Yes,Other (Please explain),Yes,Yes,No,Yes,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.,Yes, policy plans must be submitted.","Yes, identification plans must be approved.,Yes, program implementation plans must be approved.,Yes, policy plans must be approved.",No,,No,No,No,Yes,,No,No,Yes,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,"The Gifted in PA Team (1 FTE at state level for compliance and two .50 FTE contracted for PD and technical assistance) develop and deliver the professional training for administrators through intermediate units, regional in-services, individual LEAs, statewide webinars, and list serves.

There has been an increase in the identification of 2E children, as such, PDE is beginning to address training specific to the Neurodivergent learners. ",No,,,,,,,,"$150,000 for the two.5 FTE PD/technical assistant contracts and $25,000 for monitoring costs","$150,000 for the two.5 FTE PD/technical assistant contracts and $25,000 for monitoring costs",,,,,,,,,,,,,,,,,Yes,"State policy or initiative,Universal screening,Using alternative assessment (e.g. nonverbal tests like the NNAT),Using specialized checklists (ex. CLED checklist),Teacher training/professional development,Engagement of families and communities of color,Culturally responsive teaching,Hiring diverse faculty,Conducting research,Javits funding,Other",Other (16) _PDE was awarded a Javits Grant on 9/14/2023 titled Pennsylvania Gifted Equity Initiative ,"English Learners,Racially/ethnically/culturally diverse,Twice Exceptional (2E),Rural,Socioeconomic Status (e.g., qualifies for free/reduced lunch)",,Yes,"PDE is in year 1 of the grant. LEAs are now required (March 2024 – Gifted Assurance Plan) to report their gifted proportionality as follows: 

Review the district data for gifted identification proportionality. Is the district identification proportionately reaching the underrepresented populations? If the answer is yes, how did you address the issue. If the answer is no, how will you address the issue. ",,Yes,,Yes,Yes,Yes,Yes,Yes,Increase in Mental  health institution  placements among  gifted populations,,,,,Yes,"Guidance was provided through professional development, statewide webinars, intermediate Unit Gifted Liaison consultations with LEAs collectively and individually, consultations with the state gifted in PA team. ","Yes, Informally","Through consultations with LEAs, the state regional gifted support network- discussed topics coming in across the commonwealth and developed best practice messages used by the group to guide districts with questions. ",PDS found goal writing to be the area most impacted for future best practice. Goals written for competitions could not be implemented during COVID as all competitions were cancelled. The gifted in PA team wrote and delivered new guidance on goal writing. ,Yes,"._ PDE applied for a Javits Grant in 2022 and received the award in 2023.  ESSA retained the Javit’s grant program which enabled PA to secure critical funding to address the inequity of gifted eligibility and programming.
2.  ESSA provided data collection and reporting additions for gifted ensuring gifted student’s progress is included in state and local report cards.
3.  ESSA allows gifted specific professional development opportunities through professional development funding.
4.  Through ESSA, Title 1 funds can be used to address the educational needs of gifted students.
5.  ESSA also endorses the use of computer Adaptive Assessments to identify and program for the individual gifted education needs
",,
Alaska,No,Yes,No,Yes,No,No,,,No,No,No,No,No,No,No,No,No,"Yes, policy plans must be submitted.",No,No,,Yes,No,No,No,No,,No,No,,No,No,,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,No,,Yes,"A fund amount is generated by formula in which districts may allot a portion towards specialized programs, including gifted programs.",https://education.alaska.gov/schoolfinance/foundationfunding,,,,,,,,,No,,,No,,,,No,No,,,,,,,No,,,,,No,,,No,No,No,No,Yes,No,,,,,,,No,,No,,,No,,,
